,materia_aprobada,nota_final_materia,periodo,integrador,primer_parcial,recuperatorio_primer_parcial,recuperatorio_segundo_parcial,segundo_parcial,evaluacion_diagnostica,api1,api1_score,api1_time_to_submit[days],api2,api2_score,api2_time_to_submit[days],api3,api3_score,api3_time_to_submit[days],api4,api4_score,api4_time_to_submit[days],ed3,ed3_score,ed3_time_to_submit[days],ed4,ed4_score,ed4_time_to_submit[days],otros_trabajos,otros_trabajos_score,tp1,tp1_score,tp1_time_to_submit[days],tp2,tp2_score,tp2_time_to_submit[days],tp3,tp3_score,tp3_time_to_submit[days],tp4,tp4_score,tp4_time_to_submit[days],basic_lti_launch_submits,discussion_topic_submits,external_tool_submits,media_recording_submits,online_quiz_submits,online_text_entry_submits,online_upload_submits
8289fbcb-a999-4b5b-8d7e-a4ea0fe477d5/511e3cc1-6403-419d-8df2-8b3437254ba8,0,4.0,1-2022,4,5,-1,-1,4,-1,1,84.2,36.1,1,100.0,48.3,0,0.0,0.0,1,82.6,83.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,61.67,36.1,1,65.0,48.3,1,62.5,69.1,0,0.0,0.0,0,0,3,0,3,0,0
8289fbcb-a999-4b5b-8d7e-a4ea0fe477d5/b93c1009-5190-4a27-9b58-78eb85a32813,1,6.0,1-2022,-1,5,-1,-1,7,-1,1,0.0,30.7,1,71.4,44.7,1,100.0,35.9,1,100.0,40.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,67.5,35.2,1,59.17,34.1,1,70.0,49.1,1,64.17,64.1,0,0,4,0,4,0,0
82ec1434-2d76-4fc9-8de4-38c216c1c68c/2b274b15-83bb-4629-941e-fdc573af4e0b,1,5.0,1-2022,-1,5,-1,-1,5,-1,1,70.0,10.3,1,91.7,25.3,1,90.0,42.3,1,100.0,51.9,-1,0.0,-1.0,-1,0.0,-1.0,3,72.08,1,100.0,51.9,1,100.0,51.9,1,80.0,53.0,1,92.5,56.0,0,0,7,0,4,0,0
82ec1434-2d76-4fc9-8de4-38c216c1c68c/3735b857-c655-4726-a095-064c777ec217,1,5.0,1-2022,5,4,-1,-1,4,-1,1,92.9,38.0,1,100.0,46.9,1,100.0,66.0,1,100.0,68.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,80.7,1,75.0,80.2,1,83.33,80.2,1,75.0,80.7,0,0,4,0,4,0,0
82ec1434-2d76-4fc9-8de4-38c216c1c68c/41fc218f-a64e-4633-9efd-62ad28943f04,1,6.0,1-2022,-1,6,-1,-1,5,-1,1,75.0,25.1,1,100.0,49.0,1,100.0,66.0,1,100.0,79.9,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,93.33,77.6,1,70.83,78.3,1,60.0,80.7,1,87.5,80.7,0,0,4,0,4,0,0
82ec1434-2d76-4fc9-8de4-38c216c1c68c/c78af3b4-4574-4a82-8c41-45195ce43384,1,6.0,1-2022,-1,5,-1,-1,6,-1,1,100.0,43.0,1,100.0,60.5,1,100.0,74.5,1,90.0,86.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,77.5,75.4,1,90.0,85.9,1,97.5,85.9,1,85.0,86.0,0,0,4,0,4,0,0
82ec1434-2d76-4fc9-8de4-38c216c1c68c/d6c3b308-12c6-42e4-b544-4b0db85904e1,1,5.0,1-2022,5,3,-1,-1,4,-1,1,100.0,43.8,1,100.0,61.3,1,100.0,75.2,1,100.0,89.1,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,75.0,78.7,4,70.0,90.2,4,75.0,90.3,4,75.0,90.3,0,0,4,0,13,0,0
82ec1434-2d76-4fc9-8de4-38c216c1c68c/e478f666-1e63-4b87-ac9f-efc2dcf90b5d,1,6.0,1-2022,-1,5,-1,-1,6,-1,1,100.0,43.0,1,100.0,60.5,1,83.3,74.5,1,87.5,88.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,75.0,88.6,4,77.5,89.3,4,85.0,89.4,4,80.0,89.4,0,0,4,0,13,0,0
8339f27d-818b-49f7-98fa-786fce27775b/135e18d9-2437-44cd-9094-8e43ae41a240,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,38.3,1,80.0,48.0,1,100.0,61.1,1,100.0,62.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,47.2,1,90.0,48.0,1,87.5,61.1,1,100.0,62.0,0,0,4,0,4,0,0
8339f27d-818b-49f7-98fa-786fce27775b/16634899-514c-433a-b326-ba4050035b07,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,92.0,38.2,1,100.0,51.9,1,95.0,66.2,1,85.0,75.9,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,85.0,47.0,1,90.0,48.0,1,90.0,74.9,1,90.0,75.9,8,0,0,0,0,0,0
8339f27d-818b-49f7-98fa-786fce27775b/617c83bb-033f-466d-88a4-ac809dfb1150,1,9.0,1-2022,-1,8,-1,-1,10,-1,1,100.0,42.6,1,100.0,47.3,1,100.0,64.4,1,100.0,65.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,46.4,1,85.0,47.3,1,95.0,64.4,1,90.0,65.3,0,0,4,0,4,0,0
8339f27d-818b-49f7-98fa-786fce27775b/640584dc-ed14-4002-915d-42b321411cd9,1,7.0,1-2022,-1,7,-1,-1,6,-1,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,53.5,1,70.0,54.3,1,75.0,68.3,1,76.67,69.3,4,0,0,0,0,0,0
8339f27d-818b-49f7-98fa-786fce27775b/98dd6153-6ab1-4969-91ac-f3076a0e7374,1,7.0,1-2022,-1,8,-1,6,-1,-1,1,100.0,37.5,1,100.0,51.2,1,100.0,62.3,1,100.0,63.2,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,95.0,40.3,1,93.33,41.2,1,95.0,62.3,1,95.0,63.2,0,0,4,0,4,0,0
8339f27d-818b-49f7-98fa-786fce27775b/e5a7aba5-58e2-483f-b4bf-5477da8eafb3,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,100.0,38.2,1,85.0,52.0,1,100.0,66.2,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,75.0,38.9,1,75.0,39.0,1,70.0,60.1,1,40.0,81.3,0,0,0,0,4,0,3
83b8330e-1f60-46b5-a4a6-639435ea5465/2b274b15-83bb-4629-941e-fdc573af4e0b,1,7.0,1-2022,7,3,-1,-1,4,-1,1,100.0,9.8,1,100.0,17.8,1,100.0,40.5,1,100.0,50.2,-1,0.0,-1.0,-1,0.0,-1.0,3,74.77,1,80.0,31.2,1,81.67,31.2,1,60.83,57.5,1,75.0,57.2,0,0,7,0,4,0,0
83b8330e-1f60-46b5-a4a6-639435ea5465/4548a4eb-c727-4fe1-91ac-4498a8074e48,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,60.0,45.2,1,95.0,51.0,1,70.0,64.3,1,70.0,78.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,59.17,81.3,1,72.5,53.3,1,88.33,74.9,1,61.25,75.0,0,0,0,0,4,0,4
83b8330e-1f60-46b5-a4a6-639435ea5465/5d37bc6b-13fa-4ef1-adad-ee22217e1731,1,6.0,1-2022,6,2,-1,-1,4,62,1,80.0,24.7,1,100.0,50.9,1,100.0,65.2,1,100.0,73.9,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,70.0,56.0,1,80.0,57.0,1,85.0,75.9,1,55.0,81.3,0,0,4,0,5,0,0
83caec7e-d139-4687-9b43-9b3f2d542119/2a867880-8ae8-4b38-b296-64beb70f0ffb,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,100.0,35.4,1,100.0,40.6,0,0.0,0.0,1,100.0,77.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,87.5,58.4,1,90.0,58.4,0,0.0,0.0,1,80.0,77.6,0,0,3,0,3,0,0
83caec7e-d139-4687-9b43-9b3f2d542119/2c06c384-fe10-42ea-ad62-1d471eab7c89,1,5.0,1-2022,5,3,-1,-1,6,-1,1,100.0,38.1,1,83.3,38.1,0,0.0,0.0,1,100.0,77.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,77.5,58.4,1,95.0,58.4,1,91.67,83.6,1,85.0,83.7,0,0,3,0,4,0,0
83caec7e-d139-4687-9b43-9b3f2d542119/5c748576-a1aa-4601-9530-6943bc3a4b9e,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,100.0,26.7,1,100.0,40.3,1,95.0,58.0,1,92.9,60.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,60.0,46.2,1,45.0,46.9,1,70.0,57.1,1,66.67,60.2,0,0,4,0,4,0,0
83caec7e-d139-4687-9b43-9b3f2d542119/6b770d76-1cdf-424d-a03c-f3bc9a89ff44,1,6.0,1-2022,-1,7,-1,-1,5,25,1,100.0,25.2,1,100.0,40.3,1,91.3,53.7,1,71.4,75.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,57.5,28.9,1,45.0,33.8,1,76.75,75.7,1,80.0,75.7,0,0,4,0,5,0,0
83caec7e-d139-4687-9b43-9b3f2d542119/7ecb5998-7ebd-426b-9b12-9711d890443b,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,75.0,35.4,1,100.0,35.4,1,100.0,63.5,1,100.0,63.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,54.17,58.3,1,52.5,58.3,1,65.0,68.5,1,82.5,72.5,0,0,4,0,4,0,0
83caec7e-d139-4687-9b43-9b3f2d542119/f1623af4-23cb-4f7e-bd37-e1eba687370a,1,7.0,1-2022,-1,7,-1,7,4,-1,1,100.0,28.2,1,100.0,28.2,1,100.0,53.0,1,100.0,69.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,60.0,39.6,1,70.0,42.5,1,50.0,63.3,-1,0.0,-1.0,0,0,4,0,3,0,0
83e0bd4e-77d4-4aed-9a9f-002c07219b0b/09614210-fce2-48bc-93e3-bc4bd441fe00,1,6.0,1-2022,-1,5,-1,-1,6,-1,1,100.0,34.1,1,100.0,59.2,1,80.0,66.0,1,84.6,115.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,80.0,81.3,0,0.0,0.0,1,85.0,130.3,0,0,4,0,0,0,2
83e0bd4e-77d4-4aed-9a9f-002c07219b0b/5c38c0fe-2c0d-479e-9532-4dd476944c10,1,5.0,1-2022,5,3,-1,-1,5,-1,1,100.0,44.8,1,100.0,59.1,1,63.6,72.9,1,100.0,87.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,53.3,0,0.0,0.0,0,0.0,0.0,1,80.0,81.2,0,0,4,0,0,0,2
83e0bd4e-77d4-4aed-9a9f-002c07219b0b/82c1edc0-97a9-460e-a0f6-57bae9f3b9f6,0,2.0,1-2022,4,2,-1,-1,2,-1,1,100.0,46.3,1,91.3,59.8,1,100.0,75.0,1,85.7,89.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,55.3,0,0.0,0.0,0,0.0,0.0,1,80.0,83.3,0,0,4,0,0,0,2
83e0bd4e-77d4-4aed-9a9f-002c07219b0b/d9cc0ef0-3282-4c10-b2c7-bc231a26ca6a,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,100.0,14.1,1,100.0,30.3,1,87.5,30.3,1,86.7,30.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,73.0,26.1,0,0.0,0.0,0,0.0,0.0,1,71.0,54.3,0,0,4,0,0,0,2
83e0bd4e-77d4-4aed-9a9f-002c07219b0b/ed25cbf1-53e4-4dc7-90b4-c760d976c3ff,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,100.0,34.1,1,100.0,50.3,1,100.0,66.0,1,68.8,115.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,53.1,1,71.0,81.3,0,0.0,0.0,1,67.0,130.3,0,0,4,0,0,0,3
840e22cf-44b4-4637-86d2-a2ca7c06e632/06dd5f32-293c-442e-b602-08107eb61ea8,1,5.0,1-2022,5,4,-1,-1,4,-1,1,41.7,46.2,1,100.0,59.1,1,100.0,74.1,1,90.0,88.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,0,0.0,0.0,1,100.0,68.2,1,95.0,68.2,1,50.0,80.3,0,0,4,0,0,0,3
840e22cf-44b4-4637-86d2-a2ca7c06e632/09614210-fce2-48bc-93e3-bc4bd441fe00,1,5.0,1-2022,3,-1,-1,-1,3,33,1,100.0,35.8,0,0.0,0.0,1,73.3,92.2,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,53.3,1,55.0,81.0,0,0.0,0.0,1,85.0,130.2,0,0,2,0,1,0,3
840e22cf-44b4-4637-86d2-a2ca7c06e632/5c38c0fe-2c0d-479e-9532-4dd476944c10,0,4.0,1-2022,3,-1,-1,-1,-1,62,1,77.8,41.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,1,0,0
840e22cf-44b4-4637-86d2-a2ca7c06e632/70702c6e-4a91-47f8-85b9-9ed7c888fe87,0,3.0,1-2022,4,-1,-1,-1,4,37,1,100.0,46.2,0,0.0,0.0,1,77.8,74.1,1,100.0,88.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,80.0,81.6,0,0,3,0,1,0,1
840e22cf-44b4-4637-86d2-a2ca7c06e632/7accaa21-b42f-443b-915c-6c2d5ee6d95c,1,5.0,1-2022,6,-1,-1,-1,5,62,1,78.9,44.0,0,0.0,0.0,1,85.7,89.9,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,53.3,0,0.0,0.0,1,85.0,102.2,1,70.0,130.0,0,0,2,0,1,0,3
840e22cf-44b4-4637-86d2-a2ca7c06e632/82c1edc0-97a9-460e-a0f6-57bae9f3b9f6,1,5.0,1-2022,5,-1,-1,-1,6,37,1,100.0,42.0,0,0.0,0.0,1,83.3,74.8,1,78.6,89.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,43.0,54.1,1,80.0,69.0,0,0.0,0.0,1,73.0,82.6,0,0,3,0,1,0,3
840e22cf-44b4-4637-86d2-a2ca7c06e632/d9cc0ef0-3282-4c10-b2c7-bc231a26ca6a,0,4.0,1-2022,-1,-1,-1,-1,6,50,1,100.0,24.1,0,0.0,0.0,1,87.5,43.0,1,80.0,58.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,2,98.0,40.3,2,100.0,40.3,1,95.0,54.4,0,0,3,0,1,0,5
840e22cf-44b4-4637-86d2-a2ca7c06e632/dbc3d0fb-7070-4a93-96b3-a380d8d7da57,0,4.0,1-2022,-1,-1,3,-1,7,56,1,80.0,36.2,0,0.0,0.0,1,100.0,84.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,60.0,128.8,0,0,2,0,1,0,1
842623c3-4ed1-4fd6-8316-13c3952d1a18/5c748576-a1aa-4601-9530-6943bc3a4b9e,1,6.0,1-2022,-1,5,-1,-1,6,-1,1,75.0,44.8,1,100.0,51.2,1,100.0,65.0,1,85.7,80.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,87.5,44.8,1,85.0,79.0,1,80.0,79.0,1,50.42,80.0,0,0,4,0,4,0,0
842623c3-4ed1-4fd6-8316-13c3952d1a18/8c92b427-b205-4282-a9eb-973d25609fac,1,8.0,1-2022,-1,7,-1,-1,9,-1,1,100.0,45.0,1,80.0,45.0,1,85.0,66.0,1,70.0,66.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,45.0,1,90.0,45.1,1,90.0,66.0,1,85.0,66.0,8,0,0,0,0,0,0
842623c3-4ed1-4fd6-8316-13c3952d1a18/8e987c1a-eeee-4529-94f1-7abe025da012,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,100.0,29.1,1,100.0,51.1,1,100.0,65.0,1,66.7,70.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,68.33,51.1,1,75.0,51.1,1,75.0,70.9,1,85.0,70.9,0,0,4,0,4,0,0
842623c3-4ed1-4fd6-8316-13c3952d1a18/9d3cb881-22c0-45f2-a272-1ca67195de24,1,7.0,1-2022,-1,6,-1,-1,7,-1,1,100.0,46.3,1,100.0,60.4,1,100.0,72.3,1,50.0,72.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,70.0,50.5,0,0.0,0.0,1,85.0,72.3,1,85.0,72.4,0,0,4,0,3,0,0
842623c3-4ed1-4fd6-8316-13c3952d1a18/eb69bfb1-ec69-4522-952d-33e70a7216ae,1,9.0,1-2022,-1,9,-1,9,6,-1,1,100.0,34.8,1,90.0,50.9,1,100.0,66.1,1,100.0,75.1,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,90.0,75.0,1,90.0,75.0,1,90.0,75.0,1,80.0,75.1,0,0,0,0,4,0,4
842623c3-4ed1-4fd6-8316-13c3952d1a18/fd4f0620-98fc-4df2-bf7a-baa0545f1208,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,100.0,46.3,1,100.0,57.1,1,87.5,74.5,1,100.0,78.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,57.1,1,77.5,57.2,1,52.08,78.2,1,81.67,78.3,0,0,4,0,4,0,0
8449ef6b-a696-4c35-9fde-469315e99275/294617e6-0e9e-472a-8140-e39a04183aef,1,8.0,1-2022,-1,8,-1,7,3,54,1,71.4,26.0,1,87.5,41.0,1,88.9,53.2,1,88.9,73.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,92.08,41.1,1,95.0,41.1,1,100.0,83.9,1,100.0,83.4,0,0,4,0,5,0,0
8449ef6b-a696-4c35-9fde-469315e99275/2c06c384-fe10-42ea-ad62-1d471eab7c89,1,5.0,1-2022,5,4,-1,-1,4,-1,1,100.0,46.3,1,100.0,53.3,0,0.0,0.0,1,85.7,88.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,86.67,52.5,1,70.0,53.4,4,86.67,89.5,0,0.0,0.0,0,0,3,0,6,0,0
8449ef6b-a696-4c35-9fde-469315e99275/3914ee81-3775-440f-a988-d3ecc7e28fe8,1,9.0,1-2022,-1,8,-1,-1,9,-1,1,100.0,43.4,1,100.0,44.2,1,100.0,59.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,96.25,45.1,1,100.0,45.1,1,98.33,77.1,1,90.83,77.1,0,0,0,0,4,0,3
8449ef6b-a696-4c35-9fde-469315e99275/41fc218f-a64e-4633-9efd-62ad28943f04,1,8.0,1-2022,-1,8,-1,-1,7,60,1,83.3,32.6,1,75.0,36.8,1,100.0,49.9,1,80.0,69.9,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,81.67,39.8,1,90.0,39.8,1,96.67,70.8,1,98.33,70.8,0,0,4,0,5,0,0
8449ef6b-a696-4c35-9fde-469315e99275/c0058b48-2a4f-4bff-a0af-3a4dba6294b8,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,100.0,42.1,0,0.0,0.0,1,85.0,72.1,1,90.0,74.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,98.75,46.9,1,97.5,46.9,1,96.67,74.9,1,97.08,74.9,0,0,0,0,4,0,3
8449ef6b-a696-4c35-9fde-469315e99275/dd557599-b760-4e72-8c4b-dd0e615632cd,1,8.0,1-2022,-1,7,-1,-1,8,70,1,100.0,43.1,1,100.0,47.9,1,100.0,72.0,1,100.0,76.8,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,93.75,48.9,1,98.33,48.9,1,95.0,77.8,1,100.0,77.9,0,0,4,0,5,0,0
8496744b-3a5f-4322-8c09-20df1f699571/6add6ede-fc78-47b8-a880-3b623f58cf63,0,2.0,1-2022,-1,6,-1,-1,7,-1,0,0.0,0.0,1,100.0,59.2,0,0.0,0.0,1,100.0,110.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,2,0,0,0,0
8496744b-3a5f-4322-8c09-20df1f699571/9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d,0,3.0,1-2022,6,-1,-1,-1,3,-1,0,0.0,0.0,1,76.9,59.3,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,0
854a7c58-cec6-47ce-970b-afa932f589c0/04f8bae9-333a-4269-95b4-bde0b0965cf7,1,8.0,1-2022,-1,8,-1,-1,8,100,1,100.0,32.5,1,100.0,35.0,1,100.0,59.8,1,100.0,60.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,87.5,32.7,1,85.0,35.1,1,95.0,59.9,1,82.5,60.7,0,0,4,0,5,0,0
854a7c58-cec6-47ce-970b-afa932f589c0/6add6ede-fc78-47b8-a880-3b623f58cf63,1,9.0,1-2022,-1,9,-1,-1,8,62,1,100.0,28.8,1,100.0,54.6,1,100.0,90.6,1,100.0,116.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,60.0,67.6,0,0.0,0.0,1,80.0,123.2,0,0,4,0,1,0,2
854a7c58-cec6-47ce-970b-afa932f589c0/9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d,1,9.0,1-2022,-1,8,-1,-1,9,50,1,100.0,20.6,1,84.6,54.6,1,91.7,92.0,1,94.4,116.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,55.0,79.8,0,0.0,0.0,1,100.0,124.7,0,0,4,0,1,0,2
854a7c58-cec6-47ce-970b-afa932f589c0/af630619-d048-463a-a62c-5764f36ae1d3,1,8.0,1-2022,-1,8,-1,-1,7,75,1,100.0,28.6,1,100.0,45.6,1,100.0,87.2,1,100.0,109.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,50.0,67.6,1,80.0,96.2,1,70.0,129.0,0,0,4,0,1,0,3
854a7c58-cec6-47ce-970b-afa932f589c0/e14f5a9d-992e-4d5f-b9e2-a0c723b4219b,1,7.0,1-2022,-1,8,-1,-1,6,-1,1,100.0,38.1,1,100.0,48.5,1,100.0,68.1,1,100.0,75.1,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,100.0,40.9,0,0.0,0.0,0,0.0,0.0,1,100.0,78.6,0,0,4,0,0,0,2
868fb65c-e275-46b6-a605-227f47f7816c/466efda2-9d0c-45ab-a3cd-e7a9e1f6fb3e,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,43.0,1,100.0,45.1,1,100.0,64.2,1,83.3,68.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,43.1,0,0.0,0.0,1,95.0,64.2,1,90.0,68.3,0,0,4,0,3,0,0
868fb65c-e275-46b6-a605-227f47f7816c/89ff161c-07ca-4ad8-859e-85c6f3cfa845,1,8.0,1-2022,-1,6,-1,-1,9,-1,1,80.0,25.0,1,90.0,28.0,1,100.0,56.9,1,90.0,58.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,25.0,1,85.0,28.8,1,90.0,56.9,1,95.0,58.0,8,0,0,0,0,0,0
868fb65c-e275-46b6-a605-227f47f7816c/afc1424f-2a99-4f28-8e05-f524610297b6,1,8.0,1-2022,-1,7,-1,-1,9,-1,1,100.0,27.0,1,100.0,39.1,1,90.0,60.2,1,55.0,63.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,27.0,1,87.5,39.2,1,87.5,63.0,1,95.0,63.0,0,0,0,0,4,0,4
87ac016d-af3f-4b1b-8489-ab66d9f412f9/04f8bae9-333a-4269-95b4-bde0b0965cf7,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,100.0,29.0,1,77.3,29.4,1,100.0,29.4,1,72.2,29.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,50.0,29.3,1,69.17,29.3,1,80.0,29.4,1,76.67,29.4,0,0,4,0,4,0,0
87ac016d-af3f-4b1b-8489-ab66d9f412f9/0bc5f954-2394-4cd2-a815-fc8b69838405,1,6.0,1-2022,6,5,-1,-1,4,-1,1,83.35,8.2,1,100.0,8.2,1,100.0,8.2,1,50.0,8.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,16.2,1,80.0,21.1,0,0.0,0.0,0,0.0,0.0,0,0,4,0,0,0,2
87ac016d-af3f-4b1b-8489-ab66d9f412f9/1ed12853-195b-480e-bf30-4763963317d4,1,9.0,1-2022,-1,-1,9,-1,8,-1,1,100.0,14.2,1,100.0,14.7,1,100.0,14.7,1,100.0,15.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,21.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4,0,0,0,1
87ac016d-af3f-4b1b-8489-ab66d9f412f9/376b6acf-e1c2-4288-bdc5-b7695a52337b,0,4.0,1-2022,-1,4,-1,-1,7,-1,1,88.9,7.1,1,81.8,7.1,1,100.0,7.1,1,100.0,7.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,73.0,15.8,0,0.0,0.0,1,70.0,28.1,0,0.0,0.0,0,0,4,0,0,0,2
87ac016d-af3f-4b1b-8489-ab66d9f412f9/7b2d9a2b-83f5-40be-911f-cc8685780898,1,6.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,8.2,1,100.0,8.2,1,100.0,8.2,1,90.0,8.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,3,30.0,36.2,1,70.0,21.0,1,80.0,24.0,0,0.0,0.0,0,0,4,0,0,0,5
87ac016d-af3f-4b1b-8489-ab66d9f412f9/cdcf2160-1901-46d4-ad71-60ee7ef442c6,0,4.0,1-2022,6,6,-1,-1,4,-1,1,75.0,8.2,1,91.3,8.3,1,100.0,8.3,1,100.0,10.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,50.0,35.8,1,65.0,21.1,3,0.0,36.2,0,0.0,0.0,0,0,4,0,0,0,5
87ac016d-af3f-4b1b-8489-ab66d9f412f9/cfb4b5bf-af99-4823-8a00-a00488371ebb,1,7.0,1-2022,-1,6,-1,-1,8,-1,1,86.7,35.8,1,80.0,35.8,1,100.0,36.2,1,100.0,36.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,80.0,81.3,0,0.0,0.0,1,90.0,130.3,0,0,4,0,0,0,2
87ac016d-af3f-4b1b-8489-ab66d9f412f9/ed25cbf1-53e4-4dc7-90b4-c760d976c3ff,1,6.0,1-2022,-1,8,-1,-1,9,-1,1,100.0,34.1,1,100.0,34.2,1,100.0,34.2,1,100.0,34.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4,0,0,0,0
