,materia_aprobada,nota_final_materia,periodo,integrador,primer_parcial,recuperatorio_primer_parcial,recuperatorio_segundo_parcial,segundo_parcial,evaluacion_diagnostica,api1,api1_score,api1_time_to_submit[days],api2,api2_score,api2_time_to_submit[days],api3,api3_score,api3_time_to_submit[days],api4,api4_score,api4_time_to_submit[days],ed3,ed3_score,ed3_time_to_submit[days],ed4,ed4_score,ed4_time_to_submit[days],otros_trabajos,otros_trabajos_score,tp1,tp1_score,tp1_time_to_submit[days],tp2,tp2_score,tp2_time_to_submit[days],tp3,tp3_score,tp3_time_to_submit[days],tp4,tp4_score,tp4_time_to_submit[days],basic_lti_launch_submits,discussion_topic_submits,external_tool_submits,media_recording_submits,online_quiz_submits,online_text_entry_submits,online_upload_submits
7c2ae2d7-6cd3-41c0-8867-93b33812a60d/98dd6153-6ab1-4969-91ac-f3076a0e7374,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,63.6,36.1,1,80.0,36.2,1,81.8,65.4,1,46.2,73.9,-1,0.0,-1.0,-1,0.0,-1.0,2,0.0,1,90.0,39.8,1,93.33,39.9,1,90.0,73.9,1,95.0,73.9,0,0,4,0,4,0,2
7c2ae2d7-6cd3-41c0-8867-93b33812a60d/e5a7aba5-58e2-483f-b4bf-5477da8eafb3,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,100.0,41.5,1,100.0,41.6,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,41.6,1,85.0,41.6,1,75.0,73.0,1,85.0,73.0,0,0,0,0,4,0,2
7d303631-af80-48d2-a680-ebe0b18a83b6/7ba999dc-3c55-4bd7-8a06-b3647ffa52f7,1,10.0,1-2022,-1,10,-1,-1,9,-1,1,91.7,44.2,1,100.0,52.1,1,100.0,65.3,1,100.0,65.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,35.0,81.3,0,0.0,0.0,1,50.0,130.3,0,0,4,0,0,0,2
7d303631-af80-48d2-a680-ebe0b18a83b6/88b808ad-3d27-4117-aded-3ee7fe03615a,1,8.0,1-2022,-1,7,-1,-1,9,-1,1,100.0,42.5,1,70.0,60.1,1,100.0,74.4,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,17.6,1,85.0,68.4,1,56.0,68.4,0,0.0,0.0,0,0,3,0,0,0,3
7d303631-af80-48d2-a680-ebe0b18a83b6/8b2677ef-022b-4c7c-9d4e-afca3d7b51b9,1,10.0,1-2022,-1,10,-1,-1,10,-1,1,100.0,24.2,1,100.0,24.2,1,100.0,45.3,1,100.0,45.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,26.2,2,90.0,40.2,2,70.0,40.2,0,0.0,0.0,0,0,4,0,0,0,5
7d303631-af80-48d2-a680-ebe0b18a83b6/9a664aee-8e33-4156-93c5-67b196b82752,1,10.0,1-2022,-1,10,-1,-1,10,-1,1,88.9,33.1,1,88.2,43.4,1,100.0,64.5,1,100.0,64.5,1,90.0,78.5,1,87.5,78.5,4,66.67,1,85.0,43.4,1,75.0,43.4,1,100.0,0.0,1,90.0,0.0,0,0,4,0,8,0,2
7d303631-af80-48d2-a680-ebe0b18a83b6/d17e238c-c4c6-40d7-8085-801268d6d723,1,10.0,1-2022,-1,10,-1,-1,10,-1,2,100.0,42.5,2,100.0,42.5,1,100.0,74.4,1,100.0,74.4,4,100.0,89.5,4,100.0,89.5,-1,0.0,1,75.0,46.4,1,60.0,46.4,4,75.0,0.0,4,100.0,0.0,0,0,6,0,18,0,0
7d743054-ba33-4b99-81f3-7bb8875a11cf/2b274b15-83bb-4629-941e-fdc573af4e0b,1,5.0,1-2022,-1,5,-1,-1,5,-1,1,90.0,9.1,1,100.0,19.9,1,100.0,30.8,1,100.0,31.0,-1,0.0,-1.0,-1,0.0,-1.0,5,74.62,1,66.67,17.9,1,65.0,30.9,1,65.83,30.4,1,75.0,31.0,0,0,7,0,5,0,1
7d743054-ba33-4b99-81f3-7bb8875a11cf/488c1dd3-7aa2-4da2-9e67-989be95ac8e5,1,6.0,1-2022,-1,6,-1,-1,5,-1,1,76.9,27.2,1,88.9,32.1,1,90.0,43.0,1,100.0,58.4,-1,0.0,-1.0,-1,0.0,-1.0,1,0.0,1,76.67,44.5,1,70.0,54.4,1,75.0,59.5,1,87.5,66.0,0,0,4,0,4,0,1
7d743054-ba33-4b99-81f3-7bb8875a11cf/c78af3b4-4574-4a82-8c41-45195ce43384,1,7.0,1-2022,-1,4,6,-1,7,-1,1,100.0,33.0,1,93.75,33.2,1,91.65,60.1,1,90.0,60.1,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,85.0,33.1,1,95.0,34.5,1,92.5,60.1,1,87.5,60.4,0,0,4,0,4,0,0
7e525650-84e5-487e-bf0a-e2e0495c6b46/01ef15c9-2c82-455d-b5a7-94195b5f3f34,1,6.0,1-2022,-1,7,-1,-1,5,-1,1,100.0,19.4,1,87.0,29.3,1,70.0,42.6,1,100.0,52.6,-1,0.0,-1.0,-1,0.0,-1.0,3,0.0,1,75.0,29.3,1,62.5,30.4,1,73.33,44.2,1,73.33,54.4,0,0,0,0,4,0,7
7e525650-84e5-487e-bf0a-e2e0495c6b46/237e4220-7417-4786-8200-7746682b4c84,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,81.8,44.2,1,83.3,58.2,1,100.0,63.3,1,88.9,84.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,55.4,1,55.0,84.3,1,80.0,84.3,1,85.0,84.4,0,0,4,0,4,0,0
7e525650-84e5-487e-bf0a-e2e0495c6b46/2b274b15-83bb-4629-941e-fdc573af4e0b,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,80.0,8.2,1,87.5,27.2,1,100.0,38.4,1,100.0,45.6,-1,0.0,-1.0,-1,0.0,-1.0,5,70.83,1,61.67,27.2,1,85.0,27.2,1,80.83,38.4,1,88.33,45.6,0,0,7,0,5,0,1
7e525650-84e5-487e-bf0a-e2e0495c6b46/7ecb5998-7ebd-426b-9b12-9711d890443b,1,5.0,1-2022,5,4,-1,-1,6,-1,1,75.0,45.3,1,75.0,58.2,1,84.6,70.6,1,80.0,85.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,50.0,86.4,1,70.0,87.4,1,52.5,88.2,1,64.17,88.2,0,0,4,0,4,0,0
7e525650-84e5-487e-bf0a-e2e0495c6b46/a392a933-47d6-430b-9ab0-0702ff9ea7bd,1,5.0,1-2022,-1,5,-1,-1,5,-1,1,100.0,29.1,1,100.0,48.1,1,100.0,55.8,1,81.8,68.1,-1,0.0,-1.0,-1,0.0,-1.0,6,79.17,1,90.0,35.0,1,78.33,49.3,1,62.5,55.9,1,73.33,68.1,0,0,4,0,7,0,3
7e9508bf-1695-42c4-8848-b20ec4935402/41fc218f-a64e-4633-9efd-62ad28943f04,1,7.0,1-2022,-1,4,6,-1,7,-1,1,100.0,43.5,1,100.0,52.1,1,100.0,51.7,1,100.0,65.8,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,87.08,77.0,1,90.0,77.0,1,80.0,77.0,1,80.0,77.0,0,0,4,0,4,0,0
7e9508bf-1695-42c4-8848-b20ec4935402/61819379-999e-4447-8a98-ccf8a7828a38,1,9.0,1-2022,-1,7,-1,-1,10,-1,1,100.0,41.6,1,100.0,43.0,1,100.0,43.0,1,100.0,43.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,85.0,73.3,1,72.5,74.1,1,92.5,74.1,1,70.0,74.2,0,0,4,0,4,0,0
7e9508bf-1695-42c4-8848-b20ec4935402/74991917-6eec-427c-8ced-54fd28363178,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,81.3,10.9,2,100.0,50.9,1,100.0,65.1,1,100.0,40.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,78.33,76.4,1,81.67,76.5,1,85.0,76.5,1,67.5,76.5,0,0,5,0,4,0,0
7e9508bf-1695-42c4-8848-b20ec4935402/ac0e193f-48c6-429a-979a-1e4d7bf9565b,1,10.0,1-2022,-1,10,-1,-1,9,-1,1,100.0,41.0,1,95.0,41.0,1,100.0,41.0,1,100.0,41.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,96.67,81.1,1,76.25,81.5,1,83.33,81.5,1,75.0,81.5,0,0,4,0,4,0,0
7efeec80-2e9e-4ccb-bb51-2ce1835800f1/2153af9f-5302-41d7-b3e5-422e4ca883e6,1,8.0,1-2022,-1,9,-1,-1,6,-1,1,81.8,35.8,0,0.0,0.0,1,100.0,54.3,1,100.0,55.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,65.83,61.2,1,70.83,61.2,1,72.5,76.3,1,80.0,80.1,0,0,3,0,4,0,0
7efeec80-2e9e-4ccb-bb51-2ce1835800f1/2a867880-8ae8-4b38-b296-64beb70f0ffb,1,9.0,1-2022,-1,9,-1,-1,-1,-1,0,0.0,0.0,1,100.0,54.1,1,88.9,69.5,1,100.0,69.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,47.5,69.6,1,75.0,79.2,1,70.0,79.3,0,0.0,0.0,0,0,3,0,3,0,0
7efeec80-2e9e-4ccb-bb51-2ce1835800f1/45dd5949-f353-42ac-84b3-bf3a04c9a664,1,6.0,1-2022,-1,6,-1,-1,6,-1,0,0.0,0.0,1,100.0,54.1,1,100.0,65.3,1,100.0,65.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,65.0,65.1,1,65.0,65.3,0,0.0,0.0,1,70.0,69.5,0,0,3,0,3,0,0
7efeec80-2e9e-4ccb-bb51-2ce1835800f1/4867e3bf-b2f4-4802-86b3-9da0795dd164,1,5.0,1-2022,4,-1,-1,-1,5,-1,1,100.0,45.1,0,0.0,0.0,1,100.0,61.2,1,80.0,69.8,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,70.0,69.8,1,80.0,77.1,1,37.5,77.1,1,72.0,80.1,0,0,3,0,4,0,0
7efeec80-2e9e-4ccb-bb51-2ce1835800f1/a8344c00-e727-4d50-b628-21b07b784305,1,8.0,1-2022,-1,6,-1,-1,10,-1,0,0.0,0.0,1,77.8,54.1,1,100.0,74.2,1,100.0,78.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,79.1,1,56.67,78.2,1,75.0,78.2,1,15.0,78.1,0,0,3,0,4,0,0
7efeec80-2e9e-4ccb-bb51-2ce1835800f1/fe20a4c3-be1c-41cf-9843-95579eeee87b,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,75.0,43.8,1,80.0,47.6,1,100.0,66.1,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,54.3,1,90.0,55.2,1,90.0,80.1,-1,0.0,-1.0,0,0,3,0,3,0,0
7f50ba0a-a980-4ed3-a486-651834a7e42f/1203797f-2721-449e-b18f-ad844a300841,1,7.0,1-2022,-1,6,-1,-1,7,-1,0,0.0,0.0,1,100.0,59.3,1,100.0,72.1,1,88.9,78.8,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,57.5,83.2,1,81.25,78.8,1,50.0,83.2,1,45.0,83.2,0,0,3,0,4,0,0
7f50ba0a-a980-4ed3-a486-651834a7e42f/41e74de3-7787-43cb-890e-082181a265b7,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,92.3,43.1,0,0.0,0.0,1,84.6,66.2,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,90.0,73.1,1,81.67,73.1,1,90.0,73.1,0,0.0,0.0,0,0,2,0,3,0,0
7f50ba0a-a980-4ed3-a486-651834a7e42f/b5e31715-1347-43fc-9142-d4d050cbc06f,1,7.0,1-2022,-1,5,-1,-1,8,-1,1,100.0,39.2,1,100.0,40.8,1,88.5,66.1,1,100.0,68.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,76.67,39.2,1,63.33,40.8,1,80.83,68.2,1,96.67,68.7,0,0,4,0,4,0,0
7f50ba0a-a980-4ed3-a486-651834a7e42f/c4870afd-c915-491e-8751-f0c7c2859189,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,40.0,0,0.0,0.0,1,91.3,62.5,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,65.0,62.5,1,80.0,62.5,1,76.25,77.0,0,0.0,0.0,0,0,2,0,3,0,0
7f50ba0a-a980-4ed3-a486-651834a7e42f/f5760892-8090-442e-a70a-c27beec1cae8,1,6.0,1-2022,-1,5,-1,-1,7,-1,1,94.7,34.4,0,0.0,0.0,1,100.0,65.5,1,100.0,70.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,34.4,1,70.0,70.0,1,90.0,70.0,1,95.0,70.0,0,0,3,0,4,0,0
7f50ba0a-a980-4ed3-a486-651834a7e42f/ffc2bd76-7a14-4eeb-b49d-58204d3b38a6,1,10.0,1-2022,-1,10,-1,-1,10,-1,1,100.0,45.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,65.0,55.1,1,75.0,64.1,1,81.25,83.5,1,67.0,84.5,0,0,1,0,4,0,0
7f582e0b-c09c-4ec3-b610-8dbc7863a511/077352bb-0492-431c-bd7b-3aa347883418,1,9.0,1-2022,-1,-1,10,-1,7,-1,1,100.0,31.0,1,100.0,31.0,1,100.0,31.3,1,100.0,31.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,45.6,1,100.0,45.6,1,100.0,45.6,1,100.0,45.6,0,0,0,0,4,0,4
7f582e0b-c09c-4ec3-b610-8dbc7863a511/89ff161c-07ca-4ad8-859e-85c6f3cfa845,1,7.0,1-2022,-1,8,-1,-1,5,-1,1,100.0,29.1,1,90.0,29.1,1,70.0,29.1,1,60.0,29.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,29.1,1,45.0,70.7,1,70.0,65.3,1,20.0,65.8,8,0,0,0,0,0,0
80652f76-c1cb-4da2-9adc-2e0d1330fa12/2b274b15-83bb-4629-941e-fdc573af4e0b,1,8.0,1-2022,-1,8,-1,7,4,-1,1,100.0,2.9,1,100.0,21.3,1,100.0,37.9,1,100.0,46.1,-1,0.0,-1.0,-1,0.0,-1.0,3,80.74,1,95.0,21.3,1,100.0,22.1,1,80.0,38.0,1,85.0,51.0,0,0,7,0,4,0,0
80652f76-c1cb-4da2-9adc-2e0d1330fa12/4867e3bf-b2f4-4802-86b3-9da0795dd164,1,7.0,1-2022,-1,8,-1,-1,6,-1,1,100.0,28.0,1,0.0,41.8,1,100.0,61.1,1,100.0,69.1,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,80.0,35.1,1,80.0,70.1,1,71.25,63.1,1,67.5,70.1,0,0,4,0,4,0,0
8197c1dc-9081-43fb-afeb-a883c47021f8/14d11dfe-01d7-4c8a-8489-59cce7e2d051,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,100.0,28.8,1,100.0,28.9,1,91.68,60.1,1,100.0,60.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,28.9,1,75.0,34.0,1,75.0,65.0,1,75.0,65.1,0,0,4,0,4,0,0
8197c1dc-9081-43fb-afeb-a883c47021f8/20d8584f-dec8-49dc-8473-7f601a3b9907,1,8.0,1-2022,-1,9,-1,-1,6,-1,1,100.0,33.4,1,100.0,33.5,1,100.0,54.1,1,100.0,54.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,86.67,42.2,1,91.67,42.3,1,90.0,77.1,1,93.33,54.3,0,0,4,0,4,0,0
8197c1dc-9081-43fb-afeb-a883c47021f8/2c1b770a-4bea-4d47-8a0f-bffece61b84e,1,10.0,1-2022,-1,10,-1,-1,9,75,1,100.0,24.1,1,93.3,28.3,1,100.0,59.0,1,100.0,59.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,45.0,1,85.0,32.4,1,85.0,60.4,1,70.0,70.2,0,0,4,0,5,0,0
8197c1dc-9081-43fb-afeb-a883c47021f8/c97a0e2a-291c-46f9-87bf-e7e2c48f1eb3,1,10.0,1-2022,-1,10,-1,-1,9,-1,1,84.6,33.4,1,100.0,33.4,1,100.0,54.1,1,100.0,54.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,72.5,47.4,1,75.0,47.5,1,95.0,54.2,1,95.0,54.3,0,0,4,0,4,0,0
81b50290-6d3e-41c8-a408-db12400690f3/0b581195-5a18-4903-8089-fd61d71021a2,1,5.0,1-2022,-1,5,-1,-1,5,-1,1,81.8,32.6,1,100.0,45.5,1,71.4,60.5,1,100.0,32.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,38.5,1,72.5,45.5,1,90.0,60.6,1,82.5,74.3,0,0,4,0,4,0,0
81b50290-6d3e-41c8-a408-db12400690f3/2b274b15-83bb-4629-941e-fdc573af4e0b,1,9.0,1-2022,-1,9,-1,-1,8,75,1,100.0,2.4,1,91.7,19.0,1,100.0,32.5,1,100.0,32.6,-1,0.0,-1.0,-1,0.0,-1.0,3,49.4,1,90.0,57.5,1,88.33,21.5,1,78.33,32.6,1,71.67,37.4,0,0,7,0,5,0,0
81b50290-6d3e-41c8-a408-db12400690f3/b4dcbe96-8ad4-435c-aa51-abafa1425da1,1,6.0,1-2022,6,4,-1,-1,6,-1,1,92.3,41.5,1,100.0,46.6,1,90.0,72.1,1,100.0,72.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,60.0,54.0,1,60.0,53.4,1,66.67,55.5,1,40.42,80.6,0,0,4,0,4,0,0
81b50290-6d3e-41c8-a408-db12400690f3/c78af3b4-4574-4a82-8c41-45195ce43384,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,90.0,41.5,1,100.0,46.5,1,100.0,46.6,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,85.0,48.5,1,88.33,48.6,1,72.5,62.5,0,0.0,0.0,0,0,3,0,3,0,0
81b50290-6d3e-41c8-a408-db12400690f3/f4cbb417-80d0-4003-9c09-42011e10c785,1,9.0,1-2022,-1,7,-1,-1,10,-1,1,95.2,41.5,1,100.0,45.3,1,100.0,33.5,1,84.6,46.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,78.33,46.5,1,78.75,46.6,1,81.25,62.5,0,0.0,0.0,0,0,4,0,3,0,0
81bd5fff-6582-45dd-a60b-eb65ec5e3a61/2a867880-8ae8-4b38-b296-64beb70f0ffb,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,70.8,42.3,0,0.0,0.0,1,72.2,71.6,1,88.9,84.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,42.5,1,70.0,62.3,1,72.5,71.6,1,67.5,86.4,0,0,3,0,4,0,0
81bd5fff-6582-45dd-a60b-eb65ec5e3a61/5c748576-a1aa-4601-9530-6943bc3a4b9e,1,8.0,1-2022,-1,9,-1,-1,6,-1,1,81.25,28.2,1,100.0,41.9,1,100.0,57.7,1,50.0,68.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,97.5,28.2,1,73.33,43.1,1,67.5,57.7,1,67.92,69.2,0,0,4,0,4,0,0
81bd5fff-6582-45dd-a60b-eb65ec5e3a61/e7890121-3498-43dd-b1d4-fac80e608a3f,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,77.8,34.2,1,70.6,47.9,1,75.0,62.2,1,29.4,76.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,82.5,34.3,1,68.33,51.5,1,65.83,77.4,1,81.67,76.5,0,0,4,0,4,0,0
81bd5fff-6582-45dd-a60b-eb65ec5e3a61/fe9fd152-10fd-4a7b-aadf-66219fbae0f1,1,8.0,1-2022,-1,9,-1,-1,6,-1,1,75.0,37.3,1,83.3,50.5,1,69.2,66.3,1,76.9,78.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,37.3,1,77.92,50.5,1,77.5,66.4,1,74.58,78.5,0,0,4,0,4,0,0
81e72199-6a9f-4fdb-8ac7-f313a6373e76/39efca1f-50cc-4094-b2fd-ec6171fe5d3d,1,5.0,1-2022,5,3,-1,-1,-1,-1,1,100.0,45.2,1,100.0,45.3,1,88.2,66.2,1,100.0,66.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,78.33,45.2,1,82.5,80.4,1,75.0,80.4,0,0.0,0.0,0,0,4,0,3,0,0
81e72199-6a9f-4fdb-8ac7-f313a6373e76/3fab895d-e5a0-460b-be1c-eb8b4526fc6e,1,6.0,1-2022,6,-1,-1,-1,5,-1,1,100.0,46.4,1,100.0,60.5,1,100.0,74.4,1,100.0,88.6,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,90.0,88.6,1,77.5,88.7,1,85.0,88.7,0,0.0,0.0,0,0,4,0,3,0,0
81e72199-6a9f-4fdb-8ac7-f313a6373e76/b8d13382-407a-4b78-982e-f08ec5d1a739,1,5.0,1-2022,5,5,-1,-1,3,-1,1,100.0,45.2,1,100.0,45.3,1,100.0,66.3,1,100.0,66.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,90.0,45.2,1,71.25,80.3,1,80.83,80.3,0,0.0,0.0,0,0,4,0,3,0,0
81e72199-6a9f-4fdb-8ac7-f313a6373e76/f5760892-8090-442e-a70a-c27beec1cae8,1,6.0,1-2022,6,6,-1,-1,-1,-1,1,100.0,44.5,1,100.0,44.5,1,100.0,65.5,1,100.0,65.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,79.4,1,90.0,79.4,1,90.0,79.5,0,0.0,0.0,0,0,4,0,3,0,0
8241c986-f4d2-4399-9fc6-08668b9d1d09/013bf898-2eed-4432-947b-8ecad1cc5183,1,7.0,1-2022,-1,6,-1,-1,7,-1,1,75.0,31.4,1,100.0,49.9,1,42.9,63.4,1,80.0,75.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,75.0,78.0,1,85.0,79.0,1,60.0,76.4,1,55.0,75.4,0,0,4,0,4,0,0
8241c986-f4d2-4399-9fc6-08668b9d1d09/2aeddc0d-0bf5-498f-a513-dc501f462672,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,50.0,42.0,1,100.0,49.9,1,71.4,63.4,1,100.0,73.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,71.0,1,85.0,73.4,1,80.0,71.0,1,65.0,71.0,0,0,4,0,4,0,0
8241c986-f4d2-4399-9fc6-08668b9d1d09/317bf130-8316-4f96-bfdc-afec3ef5aa70,1,7.0,1-2022,-1,6,-1,-1,8,-1,-1,0.0,-1.0,1,95.0,56.7,1,95.0,72.1,1,100.0,83.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,65.0,85.7,1,80.0,86.1,1,85.0,84.1,1,80.0,85.0,0,0,0,0,4,0,3
8241c986-f4d2-4399-9fc6-08668b9d1d09/595d0651-c227-4728-8cc7-333b5fb1a5de,1,7.0,1-2022,-1,6,-1,-1,7,-1,0,0.0,0.0,1,75.0,58.7,1,100.0,72.2,1,84.6,72.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,67.5,77.2,1,90.0,77.2,1,75.0,77.1,1,85.0,77.2,0,0,3,0,4,0,0
824f65c1-455d-4101-bc68-da7eecb21f1b/01ef15c9-2c82-455d-b5a7-94195b5f3f34,1,7.0,1-2022,-1,7,-1,6,-1,-1,1,89.0,23.6,1,100.0,30.6,0,0.0,0.0,1,96.0,58.6,-1,0.0,-1.0,-1,0.0,-1.0,1,0.0,1,70.0,59.6,1,54.17,59.6,4,52.5,69.6,0,0.0,0.0,0,0,0,0,6,0,4
824f65c1-455d-4101-bc68-da7eecb21f1b/16634899-514c-433a-b326-ba4050035b07,1,8.0,1-2022,-1,9,-1,-1,7,-1,1,0.0,45.3,1,70.0,52.1,0,0.0,0.0,1,70.0,80.2,-1,0.0,-1.0,-1,0.0,-1.0,1,100.0,1,95.0,52.1,1,75.0,52.1,1,80.0,81.2,1,65.0,81.2,8,0,0,0,0,0,0
824f65c1-455d-4101-bc68-da7eecb21f1b/34b4df64-cba9-4a3a-a2ea-2fd35fe49e34,0,4.0,1-2022,-1,5,-1,-1,-1,-1,1,100.0,44.5,1,100.0,51.5,0,0.0,0.0,1,100.0,79.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,51.5,1,90.0,51.5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,2,1,2
824f65c1-455d-4101-bc68-da7eecb21f1b/45dd5949-f353-42ac-84b3-bf3a04c9a664,1,7.0,1-2022,-1,-1,6,-1,7,62,1,100.0,46.6,1,100.0,60.5,1,100.0,60.5,1,100.0,88.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,90.0,89.5,4,87.5,89.5,4,76.67,89.5,4,50.0,89.5,0,0,4,0,17,0,0
824f65c1-455d-4101-bc68-da7eecb21f1b/9d3cb881-22c0-45f2-a272-1ca67195de24,1,6.0,1-2022,6,-1,-1,-1,4,37,1,100.0,46.6,1,100.0,46.6,1,100.0,46.6,1,100.0,46.6,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,4,85.0,89.1,4,90.0,89.2,4,93.33,89.3,4,83.33,89.3,0,0,4,0,17,0,0
824f65c1-455d-4101-bc68-da7eecb21f1b/a833b419-2d05-47c8-aa52-dda833dc76c6,1,6.0,1-2022,6,6,-1,-1,-1,-1,1,100.0,44.5,1,100.0,51.4,0,0.0,0.0,1,100.0,79.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,51.5,1,83.0,51.4,4,54.67,90.6,0,0.0,0.0,0,0,3,0,6,0,0
824f65c1-455d-4101-bc68-da7eecb21f1b/d937ff29-73f8-48b9-b2ff-94af78cfdc94,1,8.0,1-2022,-1,7,-1,-1,9,75,1,100.0,44.8,1,100.0,45.0,0,0.0,0.0,1,100.0,80.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,44.8,1,85.0,45.1,4,50.0,91.2,4,50.0,91.2,0,0,3,0,11,0,0
8289fbcb-a999-4b5b-8d7e-a4ea0fe477d5/09d7521e-4884-45c9-94d3-a46749a64551,1,5.0,1-2022,-1,5,-1,-1,5,-1,0,0.0,0.0,1,83.3,49.5,1,71.4,49.5,1,100.0,49.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,59.0,85.5,1,56.67,86.1,1,52.5,86.2,1,27.08,85.5,0,0,3,0,4,0,0
8289fbcb-a999-4b5b-8d7e-a4ea0fe477d5/14d11dfe-01d7-4c8a-8489-59cce7e2d051,1,5.0,1-2022,5,4,-1,-1,5,-1,1,75.0,29.1,1,100.0,47.1,1,100.0,29.7,1,87.5,52.8,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,60.0,32.1,1,75.0,75.2,1,60.0,75.2,0,0.0,0.0,0,0,4,0,3,0,0
8289fbcb-a999-4b5b-8d7e-a4ea0fe477d5/3ce676e0-2950-4fe0-9e44-5998a5533a99,1,6.0,1-2022,-1,6,-1,-1,6,-1,0,0.0,0.0,1,80.0,49.5,1,100.0,49.5,1,100.0,49.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,83.33,82.5,1,5.0,82.5,1,75.0,83.0,1,50.0,82.1,0,0,3,0,4,0,0
